Date,PnL
2013-06-07,55591.32
2013-06-09,55585.33
2013-06-10,56159.25
2013-06-11,56185.51
2013-06-12,56286.96
2013-06-13,57295.16
2013-06-14,57491.06
2013-06-16,57491.06
2013-06-17,57162.10
2013-06-18,57209.41
2013-06-19,57405.04
2013-06-20,57581.78
2013-06-21,57981.95
2013-06-23,57973.93
2013-06-24,58292.92
2013-06-25,58796.15
2013-06-26,59594.57
2013-06-27,59741.65
2013-06-28,59895.58
2013-06-30,59893.68
2013-07-01,60041.79
2013-07-02,60019.26
2013-07-03,59982.02
2013-07-04,61018.08
2013-07-05,61250.88
2013-07-07,61246.64
2013-07-08,61336.40
2013-07-09,62007.88
2013-07-10,61657.62
2013-07-11,62205.92
2013-07-12,62137.34
2013-07-14,62137.01
2013-07-15,62378.67
2013-07-16,62372.61
2013-07-17,62636.91
2013-07-18,62930.63
2013-07-19,63164.77
2013-07-21,63164.77
2013-07-22,63066.57
2013-07-23,62816.66
2013-07-24,62460.98
2013-07-25,62749.82
2013-07-26,62761.10
2013-07-28,62762.73
2013-07-29,62696.18
2013-07-30,62710.84
2013-07-31,62941.94
2013-08-01,62473.42
2013-08-02,62029.03
2013-08-04,62029.03
2013-08-05,62349.46
2013-08-06,62156.74
2013-08-07,62233.59
2013-08-08,62307.82
2013-08-09,62796.14
2013-08-11,62796.14
2013-08-12,63021.39
2013-08-13,63368.40
2013-08-14,63559.58
2013-08-15,64092.09
2013-08-16,64151.67
2013-08-18,64147.58
2013-08-19,63845.58
2013-08-20,63532.42
2013-08-21,63679.64
2013-08-22,63728.97
2013-08-23,63445.63
2013-08-25,63445.63
2013-08-26,63562.30
2013-08-27,63269.84
2013-08-28,63775.58
2013-08-29,64199.36
2013-08-30,64370.77
2013-09-01,64370.77
2013-09-02,64529.69
2013-09-03,64942.32
2013-09-04,65189.53
2013-09-05,65386.35
2013-09-06,65558.77
2013-09-08,65556.72
2013-09-09,65357.63
2013-09-10,65429.65
2013-09-11,65199.74
2013-09-12,65366.07
2013-09-13,65594.97
2013-09-15,65594.97
2013-09-16,65441.30
2013-09-17,65628.03
2013-09-18,66000.40
2013-09-19,65875.28
2013-09-20,66008.79
2013-09-22,66004.00
2013-09-23,66248.10
2013-09-24,66270.58
2013-09-25,66122.71
2013-09-26,66333.44
2013-09-27,65857.32
2013-09-29,65857.83
2013-09-30,65893.13
2013-10-01,65749.77
2013-10-02,65325.42
2013-10-03,65113.99
2013-10-04,65227.25
2013-10-06,65232.12
2013-10-07,65338.79
2013-10-08,65061.25
2013-10-09,65647.09
2013-10-10,65840.40
2013-10-11,65570.22
2013-10-13,65573.98
2013-10-14,65441.67
2013-10-15,65828.81
2013-10-16,66041.36
2013-10-17,65633.43
2013-10-18,65543.75
2013-10-20,65546.16
2013-10-21,65597.11
2013-10-22,65338.58
2013-10-23,65300.46
2013-10-24,65067.74
2013-10-25,65138.83
2013-10-27,65138.83
2013-10-28,65098.99
2013-10-29,64977.05
2013-10-30,64705.96
2013-10-31,65165.94
2013-11-01,65368.09
2013-11-03,65368.33
2013-11-04,65330.74
2013-11-05,65514.69
2013-11-06,65197.43
2013-11-07,66353.37
2013-11-08,66371.65
2013-11-10,66368.35
2013-11-11,66027.86
2013-11-12,65756.76
2013-11-13,66140.24
2013-11-14,66012.02
2013-11-15,65853.93
2013-11-17,65879.24
2013-11-18,65726.58
2013-11-19,65835.65
2013-11-20,66078.70
2013-11-21,65841.94
2013-11-22,65601.22
2013-11-24,65638.52
2013-11-25,65509.56
2013-11-26,65136.36
2013-11-27,64909.21
2013-11-28,64433.68
2013-11-29,64676.85
2013-12-01,64699.49
2013-12-02,64758.73
2013-12-03,64703.10
2013-12-04,65127.19
2013-12-05,64863.65
2013-12-06,64997.27
2013-12-08,65022.62
2013-12-09,65095.76
2013-12-10,65060.38
2013-12-11,64652.26
2013-12-12,64709.94
2013-12-13,64931.78
2013-12-15,64952.54
2013-12-16,65008.24
2013-12-17,65133.43
2013-12-18,65105.10
2013-12-19,65069.40
2013-12-20,64893.87
2013-12-22,64851.36
2013-12-23,64819.38
2013-12-24,64912.82
2013-12-26,65069.07
2013-12-27,64710.43
2013-12-29,64698.89
2013-12-30,64539.64
2013-12-31,64590.11
2014-01-02,64376.16
2014-01-03,64679.66
2014-01-05,64640.78
2014-01-06,64434.71
2014-01-07,64700.34
2014-01-08,64739.49
2014-01-09,64862.17
2014-01-10,64725.49
2014-01-12,64737.21
2014-01-13,64934.19
2014-01-14,65012.02
2014-01-15,65458.67
2014-01-16,65640.72
2014-01-17,65572.09
2014-01-19,65587.73
2014-01-20,65447.17
2014-01-21,65391.74
2014-01-22,65082.07
2014-01-23,64538.27
2014-01-24,64804.26
2014-01-26,64764.77
2014-01-27,65120.88
2014-01-28,65014.83
2014-01-29,64973.78
2014-01-30,65394.88
2014-01-31,65678.17
2014-02-02,65619.80
2014-02-03,65502.37
2014-02-04,65485.55
2014-02-05,65546.57
2014-02-06,65071.92
2014-02-07,65028.69
2014-02-09,65012.16
2014-02-10,64895.00
2014-02-11,64649.58
2014-02-12,64696.66
2014-02-13,64870.52
2014-02-14,64937.18
2014-02-16,64964.87
2014-02-17,64810.16
2014-02-18,64416.43
2014-02-19,64484.10
2014-02-20,64928.98
2014-02-21,64539.30
2014-02-23,64520.99
2014-02-24,64794.56
2014-02-25,64621.73
2014-02-26,64906.45
2014-02-27,65184.85
2014-02-28,64562.77
2014-03-02,64560.84
2014-03-03,64297.82
2014-03-04,64304.75
2014-03-05,64263.38
2014-03-06,63930.56
2014-03-07,63815.89
2014-03-09,63784.93
2014-03-10,63631.21
2014-03-11,63655.08
2014-03-12,63341.76
2014-03-13,62721.78
2014-03-14,62586.12
2014-03-16,62586.12
2014-03-17,62613.98
2014-03-18,63074.99
2014-03-19,62980.42
2014-03-20,63469.79
2014-03-21,63467.12
2014-03-23,63466.64
2014-03-24,63965.79
2014-03-25,64357.87
2014-03-26,64574.71
2014-03-27,64721.71
2014-03-28,64549.29
2014-03-30,64547.84
2014-03-31,64551.60
2014-04-01,64455.80
2014-04-02,64509.52
2014-04-03,64730.62
2014-04-04,64965.44
2014-04-06,64965.44
2014-04-07,64871.10
2014-04-08,64351.41
2014-04-09,63984.62
2014-04-10,63894.55
2014-04-11,64246.35
2014-04-13,64240.24
2014-04-14,64376.98
2014-04-15,64269.87
2014-04-16,64321.06
2014-04-17,64076.56
2014-04-18,64042.80
2014-04-20,64046.78
2014-04-21,64042.81
2014-04-22,64021.86
2014-04-23,63985.64
2014-04-24,63904.45
2014-04-25,63878.92
2014-04-27,63878.92
2014-04-28,63644.78
2014-04-29,63905.80
2014-04-30,63510.77
2014-05-01,63484.73
2014-05-02,63701.28
2014-05-04,63701.28
2014-05-05,63734.99
2014-05-06,63566.57
2014-05-07,63441.68
2014-05-08,63433.03
2014-05-09,63791.93
2014-05-11,63796.54
2014-05-12,63705.59
2014-05-13,63984.66
2014-05-14,63904.55
2014-05-15,63863.45
2014-05-16,63848.37
2014-05-18,63848.37
2014-05-19,63698.80
2014-05-20,63686.96
2014-05-21,63907.56
2014-05-22,63848.04
2014-05-23,63915.03
2014-05-25,63914.84
2014-05-26,63846.57
2014-05-27,63938.98
2014-05-28,64000.17
2014-05-29,63773.88
2014-05-30,63486.37
2014-06-01,63482.92
2014-06-02,63531.99
2014-06-03,63340.72
2014-06-04,63168.96
2014-06-05,63452.64
2014-06-06,63536.08
2014-06-08,63533.79
2014-06-09,63632.97
2014-06-10,63864.12
2014-06-11,63805.02
2014-06-12,63858.67
2014-06-13,63972.04
2014-06-15,63974.37
2014-06-16,63856.89
2014-06-17,63985.60
2014-06-18,63796.01
2014-06-19,63452.75
2014-06-20,63615.62
2014-06-22,63617.13
2014-06-23,63693.54
2014-06-24,63621.61
2014-06-25,63525.37
2014-06-26,63762.53
2014-06-27,63670.81
2014-06-29,63670.81
2014-06-30,63655.00
2014-07-01,63797.48
2014-07-02,63945.51
2014-07-03,64267.62
2014-07-04,64340.12
2014-07-06,64338.91
2014-07-07,64444.65
2014-07-08,64391.26
2014-07-09,64334.98
2014-07-10,64577.05
2014-07-11,64588.84
2014-07-13,64588.84
2014-07-14,64397.26
2014-07-15,64372.31
2014-07-16,64552.49
2014-07-17,64720.27
2014-07-18,64916.06
2014-07-20,64914.10
2014-07-21,64988.91
2014-07-22,65235.50
2014-07-23,65313.44
2014-07-24,65253.73
2014-07-25,65379.35
2014-07-27,65379.60
2014-07-28,65355.82
2014-07-29,65384.67
2014-07-30,65522.50
2014-07-31,65551.37
2014-08-01,65417.60
2014-08-03,65416.97
2014-08-04,65448.00
2014-08-05,65750.58
2014-08-06,65984.78
2014-08-07,66241.23
2014-08-08,66108.06
2014-08-10,66108.53
2014-08-11,66112.13
2014-08-12,66367.39
2014-08-13,66290.93
2014-08-14,66167.96
2014-08-15,66025.29
2014-08-17,66025.29
2014-08-18,66119.04
2014-08-19,66457.68
2014-08-20,66584.02
2014-08-21,66606.66
2014-08-22,66811.88
2014-08-24,66811.88
2014-08-25,66799.26
