"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,4.51
"EUR/USD","on_hour",10,15,3.88
"EUR/USD","on_hour",10,16,5.39
"EUR/USD","on_hour",10,17,7.06
"EUR/USD","on_hour",10,18,5.03
"EUR/USD","on_hour",10,19,4.51
"EUR/USD","on_hour",10,20,3.1
"EUR/USD","on_hour",11,14,6.35
"EUR/USD","on_hour",11,15,5.86
"EUR/USD","on_hour",11,16,7.38
"EUR/USD","on_hour",11,17,9.09
"EUR/USD","on_hour",11,18,7.37
"EUR/USD","on_hour",11,19,6.95
"EUR/USD","on_hour",11,20,5.81
"EUR/USD","on_hour",12,14,6.23
"EUR/USD","on_hour",12,15,5.78
"EUR/USD","on_hour",12,16,7.21
"EUR/USD","on_hour",12,17,8.77
"EUR/USD","on_hour",12,18,7.13
"EUR/USD","on_hour",12,19,6.71
"EUR/USD","on_hour",12,20,5.63
"EUR/USD","on_hour",6,14,2.07
"EUR/USD","on_hour",6,15,1.21
"EUR/USD","on_hour",6,16,2.74
"EUR/USD","on_hour",6,17,4.37
"EUR/USD","on_hour",6,18,1.79
"EUR/USD","on_hour",6,19,1.04
"EUR/USD","on_hour",6,20,-1.13
"EUR/USD","on_hour",7,14,2.23
"EUR/USD","on_hour",7,15,1.47
"EUR/USD","on_hour",7,16,2.95
"EUR/USD","on_hour",7,17,4.7
"EUR/USD","on_hour",7,18,2.31
"EUR/USD","on_hour",7,19,1.64
"EUR/USD","on_hour",7,20,-0.33
"EUR/USD","on_hour",8,14,3.46
"EUR/USD","on_hour",8,15,2.71
"EUR/USD","on_hour",8,16,4.32
"EUR/USD","on_hour",8,17,6.1
"EUR/USD","on_hour",8,18,3.71
"EUR/USD","on_hour",8,19,3.02
"EUR/USD","on_hour",8,20,1.21
"EUR/USD","on_hour",9,14,3.54
"EUR/USD","on_hour",9,15,2.84
"EUR/USD","on_hour",9,16,4.35
"EUR/USD","on_hour",9,17,5.97
"EUR/USD","on_hour",9,18,3.78
"EUR/USD","on_hour",9,19,3.18
"EUR/USD","on_hour",9,20,1.58
"EUR/GBP","on_hour",10,14,3.27
"EUR/GBP","on_hour",10,15,2.28
"EUR/GBP","on_hour",10,16,0.92
"EUR/GBP","on_hour",10,17,5.2
"EUR/GBP","on_hour",10,18,4.93
"EUR/GBP","on_hour",10,19,4.2
"EUR/GBP","on_hour",10,20,3.87
"EUR/GBP","on_hour",11,14,5.75
"EUR/GBP","on_hour",11,15,4.99
"EUR/GBP","on_hour",11,16,3.91
"EUR/GBP","on_hour",11,17,7.93
"EUR/GBP","on_hour",11,18,7.73
"EUR/GBP","on_hour",11,19,7.18
"EUR/GBP","on_hour",11,20,6.91
"EUR/GBP","on_hour",12,14,6.55
"EUR/GBP","on_hour",12,15,5.83
"EUR/GBP","on_hour",12,16,4.86
"EUR/GBP","on_hour",12,17,8.6
"EUR/GBP","on_hour",12,18,8.44
"EUR/GBP","on_hour",12,19,7.96
"EUR/GBP","on_hour",12,20,7.75
"EUR/GBP","on_hour",6,14,-0.31
"EUR/GBP","on_hour",6,15,-2.02
"EUR/GBP","on_hour",6,16,-4.39
"EUR/GBP","on_hour",6,17,0.89
"EUR/GBP","on_hour",6,18,0.02
"EUR/GBP","on_hour",6,19,-1.34
"EUR/GBP","on_hour",6,20,-2.27
"EUR/GBP","on_hour",7,14,0.37
"EUR/GBP","on_hour",7,15,-1.07
"EUR/GBP","on_hour",7,16,-3.17
"EUR/GBP","on_hour",7,17,2.13
"EUR/GBP","on_hour",7,18,1.4
"EUR/GBP","on_hour",7,19,0.07
"EUR/GBP","on_hour",7,20,-0.71
"EUR/GBP","on_hour",8,14,1.64
"EUR/GBP","on_hour",8,15,0.31
"EUR/GBP","on_hour",8,16,-1.61
"EUR/GBP","on_hour",8,17,3.65
"EUR/GBP","on_hour",8,18,3.14
