"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,6.57
"EUR/USD","on_hour",10,15,3.23
"EUR/USD","on_hour",10,16,5.99
"EUR/USD","on_hour",10,17,7.34
"EUR/USD","on_hour",10,18,2.89
"EUR/USD","on_hour",10,19,5.6
"EUR/USD","on_hour",10,20,2.48
"EUR/USD","on_hour",11,14,8.65
"EUR/USD","on_hour",11,15,5.66
"EUR/USD","on_hour",11,16,8.34
"EUR/USD","on_hour",11,17,9.73
"EUR/USD","on_hour",11,18,5.74
"EUR/USD","on_hour",11,19,8.31
"EUR/USD","on_hour",11,20,5.66
"EUR/USD","on_hour",12,14,6.6
"EUR/USD","on_hour",12,15,3.56
"EUR/USD","on_hour",12,16,6.01
"EUR/USD","on_hour",12,17,7.23
"EUR/USD","on_hour",12,18,3.27
"EUR/USD","on_hour",12,19,5.65
"EUR/USD","on_hour",12,20,2.92
"EUR/USD","on_hour",6,14,3.01
"EUR/USD","on_hour",6,15,-1.06
"EUR/USD","on_hour",6,16,1.69
"EUR/USD","on_hour",6,17,3.05
"EUR/USD","on_hour",6,18,-2.62
"EUR/USD","on_hour",6,19,0.29
"EUR/USD","on_hour",6,20,-4.17
"EUR/USD","on_hour",7,14,3.68
"EUR/USD","on_hour",7,15,-0.31
"EUR/USD","on_hour",7,16,2.5
"EUR/USD","on_hour",7,17,4.09
"EUR/USD","on_hour",7,18,-1.31
"EUR/USD","on_hour",7,19,1.65
"EUR/USD","on_hour",7,20,-2.53
"EUR/USD","on_hour",8,14,4.36
"EUR/USD","on_hour",8,15,0.54
"EUR/USD","on_hour",8,16,3.33
"EUR/USD","on_hour",8,17,4.72
"EUR/USD","on_hour",8,18,-0.53
"EUR/USD","on_hour",8,19,2.36
"EUR/USD","on_hour",8,20,-1.49
"EUR/USD","on_hour",9,14,4.56
"EUR/USD","on_hour",9,15,0.99
"EUR/USD","on_hour",9,16,3.61
"EUR/USD","on_hour",9,17,4.92
"EUR/USD","on_hour",9,18,0.11
"EUR/USD","on_hour",9,19,2.8
"EUR/USD","on_hour",9,20,-0.68
"EUR/GBP","on_hour",10,14,2.19
"EUR/GBP","on_hour",10,15,-0.68
"EUR/GBP","on_hour",10,16,-0.86
"EUR/GBP","on_hour",10,17,2.31
"EUR/GBP","on_hour",10,18,2.28
"EUR/GBP","on_hour",10,19,1.69
"EUR/GBP","on_hour",10,20,3.55
"EUR/GBP","on_hour",11,14,4.1
"EUR/GBP","on_hour",11,15,1.59
"EUR/GBP","on_hour",11,16,1.58
"EUR/GBP","on_hour",11,17,4.57
"EUR/GBP","on_hour",11,18,4.62
"EUR/GBP","on_hour",11,19,4.16
"EUR/GBP","on_hour",11,20,5.74
"EUR/GBP","on_hour",12,14,2.95
"EUR/GBP","on_hour",12,15,0.48
"EUR/GBP","on_hour",12,16,0.41
"EUR/GBP","on_hour",12,17,3.12
"EUR/GBP","on_hour",12,18,3.12
"EUR/GBP","on_hour",12,19,2.66
"EUR/GBP","on_hour",12,20,4.11
"EUR/GBP","on_hour",6,14,-2.58
"EUR/GBP","on_hour",6,15,-7.12
"EUR/GBP","on_hour",6,16,-8.26
"EUR/GBP","on_hour",6,17,-4.89
"EUR/GBP","on_hour",6,18,-5.44
"EUR/GBP","on_hour",6,19,-7.18
"EUR/GBP","on_hour",6,20,-4.39
"EUR/GBP","on_hour",7,14,-1.88
"EUR/GBP","on_hour",7,15,-6.08
"EUR/GBP","on_hour",7,16,-7.08
"EUR/GBP","on_hour",7,17,-3.49
"EUR/GBP","on_hour",7,18,-3.98
"EUR/GBP","on_hour",7,19,-5.55
"EUR/GBP","on_hour",7,20,-2.85
"EUR/GBP","on_hour",8,14,0.17
"EUR/GBP","on_hour",8,15,-3.74
"EUR/GBP","on_hour",8,16,-4.38
"EUR/GBP","on_hour",8,17,-0.52
"EUR/GBP","on_hour",8,18,-0.78
"EUR/GBP","on_hour",8,19,-1.85
"EUR/GBP","on_hour",8,20,0.83
"EUR/GBP","on_hour",9,14,-0.07
"EUR/GBP","on_hour",9,15,-3.49
"EUR/GBP","on_hour",9,16,-3.96
"EUR/GBP","on_hour",9,17,-0.72
"EUR/GBP","on_hour",9,18,-0.94
"EUR/GBP","on_hour",9,19,-1.77
"EUR/GBP","on_hour",9,20,0.32
"EUR/AUD","on_hour",10,14,0.34
"EUR/AUD","on_hour",10,15,0.48
"EUR/AUD","on_hour",10,16,-1.28
"EUR/AUD","on_hour",10,17,-0.46
"EUR/AUD","on_hour",10,18,0.17
"EUR/AUD","on_hour",10,19,-0.08
"EUR/AUD","on_hour",10,20,-0.17
"EUR/AUD","on_hour",11,14,0.29
"EUR/AUD","on_hour",11,15,0.43
"EUR/AUD","on_hour",11,16,-1.28
"EUR/AUD","on_hour",11,17,-0.49
"EUR/AUD","on_hour",11,18,0.11
"EUR/AUD","on_hour",11,19,-0.13
"EUR/AUD","on_hour",11,20,-0.21
"EUR/AUD","on_hour",12,14,0.26
"EUR/AUD","on_hour",12,15,0.39
"EUR/AUD","on_hour",12,16,-1.29
"EUR/AUD","on_hour",12,17,-0.51
"EUR/AUD","on_hour",12,18,0.07
"EUR/AUD","on_hour",12,19,-0.16
"EUR/AUD","on_hour",12,20,-0.24
"EUR/AUD","on_hour",6,14,3.41
"EUR/AUD","on_hour",6,15,3.81
