"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,8.85
"EUR/USD","on_hour",10,15,9.5
"EUR/USD","on_hour",10,16,8.19
"EUR/USD","on_hour",10,17,6.25
"EUR/USD","on_hour",10,18,6.83
"EUR/USD","on_hour",10,19,3.29
"EUR/USD","on_hour",10,20,1.94
"EUR/USD","on_hour",11,14,6.79
"EUR/USD","on_hour",11,15,7.15
"EUR/USD","on_hour",11,16,5.66
"EUR/USD","on_hour",11,17,3.68
"EUR/USD","on_hour",11,18,4.09
"EUR/USD","on_hour",11,19,0.46
"EUR/USD","on_hour",11,20,-1.07
"EUR/USD","on_hour",12,14,6.52
"EUR/USD","on_hour",12,15,6.83
"EUR/USD","on_hour",12,16,5.33
"EUR/USD","on_hour",12,17,3.37
"EUR/USD","on_hour",12,18,3.74
"EUR/USD","on_hour",12,19,0.26
"EUR/USD","on_hour",12,20,-1.2
"EUR/USD","on_hour",6,14,10.44
"EUR/USD","on_hour",6,15,11.73
"EUR/USD","on_hour",6,16,10.57
"EUR/USD","on_hour",6,17,8.43
"EUR/USD","on_hour",6,18,9.22
"EUR/USD","on_hour",6,19,5.32
"EUR/USD","on_hour",6,20,4.03
"EUR/USD","on_hour",7,14,10.49
"EUR/USD","on_hour",7,15,11.8
"EUR/USD","on_hour",7,16,10.57
"EUR/USD","on_hour",7,17,8.56
"EUR/USD","on_hour",7,18,9.33
"EUR/USD","on_hour",7,19,5.52
"EUR/USD","on_hour",7,20,4.32
"EUR/USD","on_hour",8,14,9.17
"EUR/USD","on_hour",8,15,10.17
"EUR/USD","on_hour",8,16,8.77
"EUR/USD","on_hour",8,17,6.6
"EUR/USD","on_hour",8,18,7.25
"EUR/USD","on_hour",8,19,3.18
"EUR/USD","on_hour",8,20,1.62
"EUR/USD","on_hour",9,14,8.66
"EUR/USD","on_hour",9,15,9.41
"EUR/USD","on_hour",9,16,7.98
"EUR/USD","on_hour",9,17,5.89
"EUR/USD","on_hour",9,18,6.49
"EUR/USD","on_hour",9,19,2.61
"EUR/USD","on_hour",9,20,1.04
"EUR/GBP","on_hour",10,14,7.07
"EUR/GBP","on_hour",10,15,5.79
"EUR/GBP","on_hour",10,16,4.96
"EUR/GBP","on_hour",10,17,5.95
"EUR/GBP","on_hour",10,18,5.79
"EUR/GBP","on_hour",10,19,5.5
"EUR/GBP","on_hour",10,20,5.5
"EUR/GBP","on_hour",11,14,4.35
"EUR/GBP","on_hour",11,15,2.86
"EUR/GBP","on_hour",11,16,1.85
"EUR/GBP","on_hour",11,17,2.56
"EUR/GBP","on_hour",11,18,2.26
"EUR/GBP","on_hour",11,19,1.98
"EUR/GBP","on_hour",11,20,1.86
"EUR/GBP","on_hour",12,14,3.28
"EUR/GBP","on_hour",12,15,1.77
"EUR/GBP","on_hour",12,16,0.74
"EUR/GBP","on_hour",12,17,1.33
"EUR/GBP","on_hour",12,18,1.02
"EUR/GBP","on_hour",12,19,0.75
