"Asset","Algo","StartHour","EndHour","IR"
"EUR/JPY","on_hour",10,14,-1.34
"EUR/JPY","on_hour",10,15,1.89
"EUR/JPY","on_hour",10,16,1.88
"EUR/JPY","on_hour",10,17,3.81
"EUR/JPY","on_hour",10,18,4.11
"EUR/JPY","on_hour",10,19,4.65
"EUR/JPY","on_hour",10,20,1.52
"EUR/JPY","on_hour",11,14,-4.2
"EUR/JPY","on_hour",11,15,0.29
"EUR/JPY","on_hour",11,16,0.46
"EUR/JPY","on_hour",11,17,2.85
"EUR/JPY","on_hour",11,18,3.2
"EUR/JPY","on_hour",11,19,3.85
"EUR/JPY","on_hour",11,20,0.7
"EUR/JPY","on_hour",12,14,-2.84
"EUR/JPY","on_hour",12,15,2.25
"EUR/JPY","on_hour",12,16,1.97
"EUR/JPY","on_hour",12,17,4.2
"EUR/JPY","on_hour",12,18,4.42
"EUR/JPY","on_hour",12,19,4.94
"EUR/JPY","on_hour",12,20,1.43
"EUR/JPY","on_hour",6,14,-4.25
"EUR/JPY","on_hour",6,15,-1.74
"EUR/JPY","on_hour",6,16,-1.46
"EUR/JPY","on_hour",6,17,0.45
"EUR/JPY","on_hour",6,18,0.93
"EUR/JPY","on_hour",6,19,1.63
"EUR/JPY","on_hour",6,20,-0.65
"EUR/JPY","on_hour",7,14,-4.57
"EUR/JPY","on_hour",7,15,-2.04
"EUR/JPY","on_hour",7,16,-1.77
"EUR/JPY","on_hour",7,17,0.11
"EUR/JPY","on_hour",7,18,0.59
"EUR/JPY","on_hour",7,19,1.28
"EUR/JPY","on_hour",7,20,-0.85
"EUR/JPY","on_hour",8,14,-6.06
"EUR/JPY","on_hour",8,15,-3.3
"EUR/JPY","on_hour",8,16,-2.92
"EUR/JPY","on_hour",8,17,-0.87
"EUR/JPY","on_hour",8,18,-0.32
"EUR/JPY","on_hour",8,19,0.46
"EUR/JPY","on_hour",8,20,-1.56
"EUR/JPY","on_hour",9,14,-6.65
"EUR/JPY","on_hour",9,15,-3.48
"EUR/JPY","on_hour",9,16,-3.02
"EUR/JPY","on_hour",9,17,-0.75
