"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,4.38
"EUR/USD","on_hour",10,15,3.8
"EUR/USD","on_hour",10,16,4.01
"EUR/USD","on_hour",10,17,2.03
"EUR/USD","on_hour",10,18,3.15
"EUR/USD","on_hour",10,19,2.97
"EUR/USD","on_hour",10,20,2.21
"EUR/USD","on_hour",11,14,4.11
"EUR/USD","on_hour",11,15,3.45
"EUR/USD","on_hour",11,16,3.67
"EUR/USD","on_hour",11,17,1.35
"EUR/USD","on_hour",11,18,2.64
"EUR/USD","on_hour",11,19,2.44
"EUR/USD","on_hour",11,20,1.58
"EUR/USD","on_hour",12,14,4.36
"EUR/USD","on_hour",12,15,3.35
"EUR/USD","on_hour",12,16,3.55
"EUR/USD","on_hour",12,17,0.86
"EUR/USD","on_hour",12,18,2.35
"EUR/USD","on_hour",12,19,2.12
"EUR/USD","on_hour",12,20,1.16
"EUR/USD","on_hour",6,14,-0.7
"EUR/USD","on_hour",6,15,-0.85
"EUR/USD","on_hour",6,16,-0.64
"EUR/USD","on_hour",6,17,-1.88
"EUR/USD","on_hour",6,18,-1.17
"EUR/USD","on_hour",6,19,-1.19
"EUR/USD","on_hour",6,20,-1.65
"EUR/USD","on_hour",7,14,1.19
"EUR/USD","on_hour",7,15,0.98
"EUR/USD","on_hour",7,16,1.18
"EUR/USD","on_hour",7,17,-0.13
"EUR/USD","on_hour",7,18,0.61
"EUR/USD","on_hour",7,19,0.55
"EUR/USD","on_hour",7,20,0.07
"EUR/USD","on_hour",8,14,2.5
"EUR/USD","on_hour",8,15,2.23
"EUR/USD","on_hour",8,16,2.42
"EUR/USD","on_hour",8,17,0.99
"EUR/USD","on_hour",8,18,1.8
"EUR/USD","on_hour",8,19,1.71
"EUR/USD","on_hour",8,20,1.18
"EUR/USD","on_hour",9,14,3.87
"EUR/USD","on_hour",9,15,3.46
"EUR/USD","on_hour",9,16,3.66
"EUR/USD","on_hour",9,17,1.96
"EUR/USD","on_hour",9,18,2.92
"EUR/USD","on_hour",9,19,2.77
"EUR/USD","on_hour",9,20,2.13
"GBP/USD","on_hour",10,14,5.47
"GBP/USD","on_hour",10,15,5.82
"GBP/USD","on_hour",10,16,5.98
"GBP/USD","on_hour",10,17,3.46
"GBP/USD","on_hour",10,18,4.99
"GBP/USD","on_hour",10,19,4.65
"GBP/USD","on_hour",10,20,3.82
"GBP/USD","on_hour",11,14,4.65
"GBP/USD","on_hour",11,15,4.99
"GBP/USD","on_hour",11,16,5.12
"GBP/USD","on_hour",11,17,2.04
"GBP/USD","on_hour",11,18,3.85
"GBP/USD","on_hour",11,19,3.41
"GBP/USD","on_hour",11,20,2.45
"GBP/USD","on_hour",12,14,5.59
"GBP/USD","on_hour",12,15,5.61
"GBP/USD","on_hour",12,16,5.65
"GBP/USD","on_hour",12,17,1.95
"GBP/USD","on_hour",12,18,4.06
"GBP/USD","on_hour",12,19,3.53
"GBP/USD","on_hour",12,20,2.4
"GBP/USD","on_hour",6,14,1.59
"GBP/USD","on_hour",6,15,1.98
"GBP/USD","on_hour",6,16,2.14
"GBP/USD","on_hour",6,17,0.53
"GBP/USD","on_hour",6,18,1.52
"GBP/USD","on_hour",6,19,1.36
"GBP/USD","on_hour",6,20,0.84
"GBP/USD","on_hour",7,14,1.98
"GBP/USD","on_hour",7,15,2.37
"GBP/USD","on_hour",7,16,2.54
"GBP/USD","on_hour",7,17,0.8
"GBP/USD","on_hour",7,18,1.86
"GBP/USD","on_hour",7,19,1.68
"GBP/USD","on_hour",7,20,1.13
"GBP/USD","on_hour",8,14,2.42
"GBP/USD","on_hour",8,15,2.85
"GBP/USD","on_hour",8,16,3.02
"GBP/USD","on_hour",8,17,1.15
"GBP/USD","on_hour",8,18,2.29
"GBP/USD","on_hour",8,19,2.09
"GBP/USD","on_hour",8,20,1.49
"GBP/USD","on_hour",9,14,4.28
"GBP/USD","on_hour",9,15,4.64
"GBP/USD","on_hour",9,16,4.8
"GBP/USD","on_hour",9,17,2.64
"GBP/USD","on_hour",9,18,3.97
"GBP/USD","on_hour",9,19,3.67
"GBP/USD","on_hour",9,20,2.96
"AUD/USD","on_hour",10,14,2.23
"AUD/USD","on_hour",10,15,1.85
"AUD/USD","on_hour",10,16,2.04
"AUD/USD","on_hour",10,17,-1.78
"AUD/USD","on_hour",10,18,-1.29
"AUD/USD","on_hour",10,19,-1.31
"AUD/USD","on_hour",10,20,-2.07
"AUD/USD","on_hour",11,14,2.23
"AUD/USD","on_hour",11,15,1.75
"AUD/USD","on_hour",11,16,1.94
"AUD/USD","on_hour",11,17,-2.48
"AUD/USD","on_hour",11,18,-1.91
"AUD/USD","on_hour",11,19,-1.88
"AUD/USD","on_hour",11,20,-2.66
"AUD/USD","on_hour",12,14,3.2
"AUD/USD","on_hour",12,15,2.38
"AUD/USD","on_hour",12,16,2.5
"AUD/USD","on_hour",12,17,-2.53
"AUD/USD","on_hour",12,18,-1.88
"AUD/USD","on_hour",12,19,-1.84
"AUD/USD","on_hour",12,20,-2.68
"AUD/USD","on_hour",6,14,0.58
"AUD/USD","on_hour",6,15,0.37
"AUD/USD","on_hour",6,16,0.55
"AUD/USD","on_hour",6,17,-2.26
