"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,5.03
"EUR/USD","on_hour",10,15,5.22
"EUR/USD","on_hour",10,16,6.33
"EUR/USD","on_hour",10,17,3.91
"EUR/USD","on_hour",10,18,5.56
"EUR/USD","on_hour",10,19,4.96
"EUR/USD","on_hour",10,20,4.93
"EUR/USD","on_hour",11,14,3.84
"EUR/USD","on_hour",11,15,4.09
"EUR/USD","on_hour",11,16,5.35
"EUR/USD","on_hour",11,17,2.58
"EUR/USD","on_hour",11,18,4.4
"EUR/USD","on_hour",11,19,3.74
"EUR/USD","on_hour",11,20,3.78
"EUR/USD","on_hour",12,14,6.87
"EUR/USD","on_hour",12,15,6.62
"EUR/USD","on_hour",12,16,7.7
"EUR/USD","on_hour",12,17,4.67
"EUR/USD","on_hour",12,18,6.63
"EUR/USD","on_hour",12,19,5.86
"EUR/USD","on_hour",12,20,5.74
"EUR/USD","on_hour",6,14,2.47
"EUR/USD","on_hour",6,15,2.78
"EUR/USD","on_hour",6,16,3.54
"EUR/USD","on_hour",6,17,2.05
"EUR/USD","on_hour",6,18,3.06
"EUR/USD","on_hour",6,19,2.73
"EUR/USD","on_hour",6,20,2.82
"EUR/USD","on_hour",7,14,4.85
"EUR/USD","on_hour",7,15,5.16
"EUR/USD","on_hour",7,16,5.87
"EUR/USD","on_hour",7,17,4.36
"EUR/USD","on_hour",7,18,5.41
"EUR/USD","on_hour",7,19,5.03
"EUR/USD","on_hour",7,20,5.1
"EUR/USD","on_hour",8,14,5.56
"EUR/USD","on_hour",8,15,5.87
"EUR/USD","on_hour",8,16,6.64
"EUR/USD","on_hour",8,17,4.97
"EUR/USD","on_hour",8,18,6.15
"EUR/USD","on_hour",8,19,5.7
"EUR/USD","on_hour",8,20,5.73
"EUR/USD","on_hour",9,14,7.27
"EUR/USD","on_hour",9,15,7.47
"EUR/USD","on_hour",9,16,8.37
"EUR/USD","on_hour",9,17,6.36
"EUR/USD","on_hour",9,18,7.79
"EUR/USD","on_hour",9,19,7.21
"EUR/USD","on_hour",9,20,7.16
"GBP/USD","on_hour",10,14,7.12
"GBP/USD","on_hour",10,15,7.77
"GBP/USD","on_hour",10,16,8.26
"GBP/USD","on_hour",10,17,5.68
"GBP/USD","on_hour",10,18,7.85
"GBP/USD","on_hour",10,19,5.57
"GBP/USD","on_hour",10,20,5.81
"GBP/USD","on_hour",11,14,7.09
"GBP/USD","on_hour",11,15,7.84
"GBP/USD","on_hour",11,16,8.34
"GBP/USD","on_hour",11,17,5.07
"GBP/USD","on_hour",11,18,7.75
"GBP/USD","on_hour",11,19,4.72
"GBP/USD","on_hour",11,20,4.99
"GBP/USD","on_hour",12,14,10.83
"GBP/USD","on_hour",12,15,11.1
"GBP/USD","on_hour",12,16,11.36
"GBP/USD","on_hour",12,17,7.3
"GBP/USD","on_hour",12,18,10.49
"GBP/USD","on_hour",12,19,6.57
"GBP/USD","on_hour",12,20,6.79
"GBP/USD","on_hour",6,14,0.98
"GBP/USD","on_hour",6,15,1.54
"GBP/USD","on_hour",6,16,1.98
"GBP/USD","on_hour",6,17,0.47
"GBP/USD","on_hour",6,18,1.83
"GBP/USD","on_hour",6,19,0.53
"GBP/USD","on_hour",6,20,0.74
"GBP/USD","on_hour",7,14,1.63
"GBP/USD","on_hour",7,15,2.2
"GBP/USD","on_hour",7,16,2.67
"GBP/USD","on_hour",7,17,1.02
"GBP/USD","on_hour",7,18,2.5
"GBP/USD","on_hour",7,19,1.06
"GBP/USD","on_hour",7,20,1.31
"GBP/USD","on_hour",8,14,1.89
"GBP/USD","on_hour",8,15,2.6
"GBP/USD","on_hour",8,16,3.1
"GBP/USD","on_hour",8,17,1.28
"GBP/USD","on_hour",8,18,2.91
"GBP/USD","on_hour",8,19,1.33
"GBP/USD","on_hour",8,20,1.58
"GBP/USD","on_hour",9,14,4.8
"GBP/USD","on_hour",9,15,5.44
"GBP/USD","on_hour",9,16,5.97
"GBP/USD","on_hour",9,17,3.84
"GBP/USD","on_hour",9,18,5.75
"GBP/USD","on_hour",9,19,3.74
"GBP/USD","on_hour",9,20,4
"AUD/USD","on_hour",10,14,4.26
"AUD/USD","on_hour",10,15,4.8
"AUD/USD","on_hour",10,16,4.28
"AUD/USD","on_hour",10,17,-0.68
"AUD/USD","on_hour",10,18,2.94
"AUD/USD","on_hour",10,19,4.24
"AUD/USD","on_hour",10,20,2.6
"AUD/USD","on_hour",11,14,5.91
"AUD/USD","on_hour",11,15,6.24
"AUD/USD","on_hour",11,16,5.52
"AUD/USD","on_hour",11,17,-0.46
"AUD/USD","on_hour",11,18,3.82
"AUD/USD","on_hour",11,19,5.21
"AUD/USD","on_hour",11,20,3.17
"AUD/USD","on_hour",12,14,7.36
"AUD/USD","on_hour",12,15,7.35
"AUD/USD","on_hour",12,16,6.4
"AUD/USD","on_hour",12,17,-0.22
"AUD/USD","on_hour",12,18,4.48
"AUD/USD","on_hour",12,19,5.87
"AUD/USD","on_hour",12,20,3.56
"AUD/USD","on_hour",6,14,-0.89
"AUD/USD","on_hour",6,15,-0.22
"AUD/USD","on_hour",6,16,-0.47
"AUD/USD","on_hour",6,17,-3.94
"AUD/USD","on_hour",6,18,-1.45
"AUD/USD","on_hour",6,19,-0.32
"AUD/USD","on_hour",6,20,-1.26
"AUD/USD","on_hour",7,14,-1.72
"AUD/USD","on_hour",7,15,-1
"AUD/USD","on_hour",7,16,-1.24
"AUD/USD","on_hour",7,17,-4.81
"AUD/USD","on_hour",7,18,-2.25
"AUD/USD","on_hour",7,19,-1.06
"AUD/USD","on_hour",7,20,-1.98
"AUD/USD","on_hour",8,14,-0.85
"AUD/USD","on_hour",8,15,-0.1
"AUD/USD","on_hour",8,16,-0.38
"AUD/USD","on_hour",8,17,-4.22
"AUD/USD","on_hour",8,18,-1.44
"AUD/USD","on_hour",8,19,-0.19
"AUD/USD","on_hour",8,20,-1.2
"AUD/USD","on_hour",9,14,1.55
"AUD/USD","on_hour",9,15,2.26
"AUD/USD","on_hour",9,16,1.89
"AUD/USD","on_hour",9,17,-2.39
"AUD/USD","on_hour",9,18,0.73
"AUD/USD","on_hour",9,19,2
"AUD/USD","on_hour",9,20,0.74
"NZD/USD","on_hour",10,14,4.66
"NZD/USD","on_hour",10,15,4.05
"NZD/USD","on_hour",10,16,4.55
"NZD/USD","on_hour",10,17,0.13
