"Asset","Algo","StartHour","EndHour","IR"
"EUR/USD","on_hour",10,14,4.97
"EUR/USD","on_hour",10,15,4.47
"EUR/USD","on_hour",10,16,6.7
"EUR/USD","on_hour",10,17,3.17
"EUR/USD","on_hour",10,18,1.98
"EUR/USD","on_hour",10,19,0.52
"EUR/USD","on_hour",10,20,1.32
"EUR/USD","on_hour",11,14,4.59
"EUR/USD","on_hour",11,15,4.04
"EUR/USD","on_hour",11,16,6.11
"EUR/USD","on_hour",11,17,2.71
"EUR/USD","on_hour",11,18,1.55
"EUR/USD","on_hour",11,19,0.25
"EUR/USD","on_hour",11,20,0.93
"EUR/USD","on_hour",12,14,3.82
"EUR/USD","on_hour",12,15,3.22
"EUR/USD","on_hour",12,16,5.16
"EUR/USD","on_hour",12,17,1.87
"EUR/USD","on_hour",12,18,0.74
"EUR/USD","on_hour",12,19,-0.45
"EUR/USD","on_hour",12,20,0.05
"EUR/USD","on_hour",6,14,6.82
"EUR/USD","on_hour",6,15,6.64
"EUR/USD","on_hour",6,16,9.57
"EUR/USD","on_hour",6,17,5.79
"EUR/USD","on_hour",6,18,4.7
"EUR/USD","on_hour",6,19,3.18
"EUR/USD","on_hour",6,20,4.73
"EUR/USD","on_hour",7,14,7.94
"EUR/USD","on_hour",7,15,7.89
"EUR/USD","on_hour",7,16,11.04
"EUR/USD","on_hour",7,17,7.38
"EUR/USD","on_hour",7,18,6.45
"EUR/USD","on_hour",7,19,4.97
"EUR/USD","on_hour",7,20,6.74
"EUR/USD","on_hour",8,14,7.2
"EUR/USD","on_hour",8,15,7.01
"EUR/USD","on_hour",8,16,9.89
"EUR/USD","on_hour",8,17,6.3
"EUR/USD","on_hour",8,18,5.31
"EUR/USD","on_hour",8,19,3.74
"EUR/USD","on_hour",8,20,5.18
"EUR/USD","on_hour",9,14,5.84
"EUR/USD","on_hour",9,15,5.45
"EUR/USD","on_hour",9,16,8.02
"EUR/USD","on_hour",9,17,4.31
"EUR/USD","on_hour",9,18,3.12
"EUR/USD","on_hour",9,19,1.59
"EUR/USD","on_hour",9,20,2.68
"EUR/GBP","on_hour",10,14,1.71
"EUR/GBP","on_hour",10,15,2.84
"EUR/GBP","on_hour",10,16,2.95
"EUR/GBP","on_hour",10,17,0.69
"EUR/GBP","on_hour",10,18,-0.19
"EUR/GBP","on_hour",10,19,0.61
"EUR/GBP","on_hour",10,20,1.05
"EUR/GBP","on_hour",11,14,1.62
"EUR/GBP","on_hour",11,15,2.66
"EUR/GBP","on_hour",11,16,2.73
"EUR/GBP","on_hour",11,17,0.64
"EUR/GBP","on_hour",11,18,-0.15
"EUR/GBP","on_hour",11,19,0.55
"EUR/GBP","on_hour",11,20,0.93
"EUR/GBP","on_hour",12,14,0.48
"EUR/GBP","on_hour",12,15,1.39
"EUR/GBP","on_hour",12,16,1.41
"EUR/GBP","on_hour",12,17,-0.64
"EUR/GBP","on_hour",12,18,-1.41
"EUR/GBP","on_hour",12,19,-0.72
"EUR/GBP","on_hour",12,20,-0.4
"EUR/GBP","on_hour",6,14,2.53
"EUR/GBP","on_hour",6,15,4.14
"EUR/GBP","on_hour",6,16,4.68
"EUR/GBP","on_hour",6,17,1.78
"EUR/GBP","on_hour",6,18,0.56
"EUR/GBP","on_hour",6,19,2.25
"EUR/GBP","on_hour",6,20,3.39
"EUR/GBP","on_hour",7,14,3.08
"EUR/GBP","on_hour",7,15,4.78
"EUR/GBP","on_hour",7,16,5.43
"EUR/GBP","on_hour",7,17,2.67
"EUR/GBP","on_hour",7,18,1.59
"EUR/GBP","on_hour",7,19,3.32
"EUR/GBP","on_hour",7,20,4.54
"EUR/GBP","on_hour",8,14,1.7
"EUR/GBP","on_hour",8,15,3.12
"EUR/GBP","on_hour",8,16,3.47
"EUR/GBP","on_hour",8,17,0.53
"EUR/GBP","on_hour",8,18,-0.77
"EUR/GBP","on_hour",8,19,0.32
"EUR/GBP","on_hour",8,20,1.06
"EUR/GBP","on_hour",9,14,2.76
"EUR/GBP","on_hour",9,15,4.28
"EUR/GBP","on_hour",9,16,4.74
"EUR/GBP","on_hour",9,17,2.03
