"Asset","Algo","StartHour","EndHour","IR"
"EUR/JPY","on_hour",10,14,-2.35
"EUR/JPY","on_hour",10,15,-1.63
"EUR/JPY","on_hour",10,16,-0.36
"EUR/JPY","on_hour",10,17,0.19
"EUR/JPY","on_hour",10,18,-0.92
"EUR/JPY","on_hour",10,19,-1.3
"EUR/JPY","on_hour",10,20,-2.78
"EUR/JPY","on_hour",11,14,-2.29
"EUR/JPY","on_hour",11,15,-1.44
"EUR/JPY","on_hour",11,16,-0.02
"EUR/JPY","on_hour",11,17,0.55
"EUR/JPY","on_hour",11,18,-0.67
"EUR/JPY","on_hour",11,19,-1.09
"EUR/JPY","on_hour",11,20,-2.66
"EUR/JPY","on_hour",12,14,-2.28
"EUR/JPY","on_hour",12,15,-1.04
"EUR/JPY","on_hour",12,16,0.51
"EUR/JPY","on_hour",12,17,1.03
"EUR/JPY","on_hour",12,18,-0.33
"EUR/JPY","on_hour",12,19,-0.79
"EUR/JPY","on_hour",12,20,-2.51
"EUR/JPY","on_hour",6,14,-1.14
"EUR/JPY","on_hour",6,15,-0.74
"EUR/JPY","on_hour",6,16,0.19
"EUR/JPY","on_hour",6,17,0.61
"EUR/JPY","on_hour",6,18,-0.4
"EUR/JPY","on_hour",6,19,-0.76
"EUR/JPY","on_hour",6,20,-2.43
"EUR/JPY","on_hour",7,14,-2.47
"EUR/JPY","on_hour",7,15,-2.01
"EUR/JPY","on_hour",7,16,-1.03
"EUR/JPY","on_hour",7,17,-0.55
"EUR/JPY","on_hour",7,18,-1.44
"EUR/JPY","on_hour",7,19,-1.73
"EUR/JPY","on_hour",7,20,-3.11
"EUR/JPY","on_hour",8,14,-3.54
"EUR/JPY","on_hour",8,15,-2.98
"EUR/JPY","on_hour",8,16,-1.86
"EUR/JPY","on_hour",8,17,-1.29
"EUR/JPY","on_hour",8,18,-2.14
"EUR/JPY","on_hour",8,19,-2.39
"EUR/JPY","on_hour",8,20,-3.57
"EUR/JPY","on_hour",9,14,-3.89
"EUR/JPY","on_hour",9,15,-3.24
"EUR/JPY","on_hour",9,16,-2
"EUR/JPY","on_hour",9,17,-1.37
"EUR/JPY","on_hour",9,18,-2.24
"EUR/JPY","on_hour",9,19,-2.49
"EUR/JPY","on_hour",9,20,-3.68
"GBP/JPY","on_hour",10,14,-3.7
"GBP/JPY","on_hour",10,15,-2.92
"GBP/JPY","on_hour",10,16,-3.18
"GBP/JPY","on_hour",10,17,-2.76
"GBP/JPY","on_hour",10,18,-3.52
"GBP/JPY","on_hour",10,19,-2.15
"GBP/JPY","on_hour",10,20,-3.25
"GBP/JPY","on_hour",11,14,-2.67
"GBP/JPY","on_hour",11,15,-1.87
"GBP/JPY","on_hour",11,16,-2.29
"GBP/JPY","on_hour",11,17,-1.91
"GBP/JPY","on_hour",11,18,-2.78
"GBP/JPY","on_hour",11,19,-1.39
"GBP/JPY","on_hour",11,20,-2.66
"GBP/JPY","on_hour",12,14,-1.82
"GBP/JPY","on_hour",12,15,-0.52
"GBP/JPY","on_hour",12,16,-1.22
"GBP/JPY","on_hour",12,17,-0.9
"GBP/JPY","on_hour",12,18,-1.97
"GBP/JPY","on_hour",12,19,-0.57
"GBP/JPY","on_hour",12,20,-2.12
"GBP/JPY","on_hour",6,14,-2.21
"GBP/JPY","on_hour",6,15,-1.85
"GBP/JPY","on_hour",6,16,-2.2
"GBP/JPY","on_hour",6,17,-2.03
"GBP/JPY","on_hour",6,18,-2.8
"GBP/JPY","on_hour",6,19,-1.7
"GBP/JPY","on_hour",6,20,-2.99
"GBP/JPY","on_hour",7,14,-3.57
"GBP/JPY","on_hour",7,15,-3.23
"GBP/JPY","on_hour",7,16,-3.49
"GBP/JPY","on_hour",7,17,-3.25
"GBP/JPY","on_hour",7,18,-3.89
"GBP/JPY","on_hour",7,19,-2.74
"GBP/JPY","on_hour",7,20,-3.74
"GBP/JPY","on_hour",8,14,-4.19
"GBP/JPY","on_hour",8,15,-3.77
"GBP/JPY","on_hour",8,16,-3.99
"GBP/JPY","on_hour",8,17,-3.66
"GBP/JPY","on_hour",8,18,-4.28
"GBP/JPY","on_hour",8,19,-3.05
"GBP/JPY","on_hour",8,20,-3.88
"GBP/JPY","on_hour",9,14,-5.06
"GBP/JPY","on_hour",9,15,-4.58
"GBP/JPY","on_hour",9,16,-4.7
"GBP/JPY","on_hour",9,17,-4.28
"GBP/JPY","on_hour",9,18,-4.81
"GBP/JPY","on_hour",9,19,-3.46
"GBP/JPY","on_hour",9,20,-4.26
"AUD/JPY","on_hour",10,14,-3.71
"AUD/JPY","on_hour",10,15,-2.05
"AUD/JPY","on_hour",10,16,-0.75
"AUD/JPY","on_hour",10,17,0.02
"AUD/JPY","on_hour",10,18,-0.7
"AUD/JPY","on_hour",10,19,-0.5
"AUD/JPY","on_hour",10,20,-0.72
"AUD/JPY","on_hour",11,14,-3.19
"AUD/JPY","on_hour",11,15,-1.1
"AUD/JPY","on_hour",11,16,0.36
