"Asset","Algo","StartHour","EndHour","IR"
"EUR/JPY","on_hour",10,14,-6.01
"EUR/JPY","on_hour",10,15,-3.59
"EUR/JPY","on_hour",10,16,-2.83
"EUR/JPY","on_hour",10,17,-2.39
"EUR/JPY","on_hour",10,18,-3.16
"EUR/JPY","on_hour",10,19,-3.84
"EUR/JPY","on_hour",10,20,-7.48
"EUR/JPY","on_hour",11,14,-4.65
"EUR/JPY","on_hour",11,15,-1.41
"EUR/JPY","on_hour",11,16,-0.52
"EUR/JPY","on_hour",11,17,-0.27
"EUR/JPY","on_hour",11,18,-1.39
"EUR/JPY","on_hour",11,19,-2.3
"EUR/JPY","on_hour",11,20,-6.57
"EUR/JPY","on_hour",12,14,-4.33
"EUR/JPY","on_hour",12,15,0.13
"EUR/JPY","on_hour",12,16,0.93
"EUR/JPY","on_hour",12,17,0.93
"EUR/JPY","on_hour",12,18,-0.39
"EUR/JPY","on_hour",12,19,-1.45
"EUR/JPY","on_hour",12,20,-6.15
"EUR/JPY","on_hour",6,14,-5.05
"EUR/JPY","on_hour",6,15,-3.29
"EUR/JPY","on_hour",6,16,-2.76
"EUR/JPY","on_hour",6,17,-2.49
"EUR/JPY","on_hour",6,18,-3.23
"EUR/JPY","on_hour",6,19,-3.86
"EUR/JPY","on_hour",6,20,-7.81
"EUR/JPY","on_hour",7,14,-5.56
"EUR/JPY","on_hour",7,15,-3.87
"EUR/JPY","on_hour",7,16,-3.36
"EUR/JPY","on_hour",7,17,-3.05
"EUR/JPY","on_hour",7,18,-3.72
"EUR/JPY","on_hour",7,19,-4.29
"EUR/JPY","on_hour",7,20,-7.69
"EUR/JPY","on_hour",8,14,-6.9
"EUR/JPY","on_hour",8,15,-4.76
"EUR/JPY","on_hour",8,16,-4.03
"EUR/JPY","on_hour",8,17,-3.56
"EUR/JPY","on_hour",8,18,-4.22
"EUR/JPY","on_hour",8,19,-4.83
"EUR/JPY","on_hour",8,20,-8.13
"EUR/JPY","on_hour",9,14,-6.71
"EUR/JPY","on_hour",9,15,-4.39
"EUR/JPY","on_hour",9,16,-3.61
"EUR/JPY","on_hour",9,17,-3.13
"EUR/JPY","on_hour",9,18,-3.82
"EUR/JPY","on_hour",9,19,-4.43
"EUR/JPY","on_hour",9,20,-7.92
"GBP/JPY","on_hour",10,14,-6
"GBP/JPY","on_hour",10,15,-4.25
"GBP/JPY","on_hour",10,16,-4.72
"GBP/JPY","on_hour",10,17,-4.88
"GBP/JPY","on_hour",10,18,-3.95
"GBP/JPY","on_hour",10,19,-2.45
"GBP/JPY","on_hour",10,20,-5.73
"GBP/JPY","on_hour",11,14,-5.2
"GBP/JPY","on_hour",11,15,-1.89
"GBP/JPY","on_hour",11,16,-2.55
"GBP/JPY","on_hour",11,17,-2.76
"GBP/JPY","on_hour",11,18,-1.72
"GBP/JPY","on_hour",11,19,-0.25
"GBP/JPY","on_hour",11,20,-4.67
"GBP/JPY","on_hour",12,14,-4.41
"GBP/JPY","on_hour",12,15,1.18
"GBP/JPY","on_hour",12,16,0.04
"GBP/JPY","on_hour",12,17,-0.55
"GBP/JPY","on_hour",12,18,0.24
"GBP/JPY","on_hour",12,19,1.6
"GBP/JPY","on_hour",12,20,-3.62
"GBP/JPY","on_hour",6,14,-5.19
"GBP/JPY","on_hour",6,15,-3.9
"GBP/JPY","on_hour",6,16,-4.34
"GBP/JPY","on_hour",6,17,-4.56
"GBP/JPY","on_hour",6,18,-3.92
"GBP/JPY","on_hour",6,19,-2.66
"GBP/JPY","on_hour",6,20,-5.99
"GBP/JPY","on_hour",7,14,-5.6
"GBP/JPY","on_hour",7,15,-4.41
"GBP/JPY","on_hour",7,16,-4.83
"GBP/JPY","on_hour",7,17,-5.01
"GBP/JPY","on_hour",7,18,-4.37
"GBP/JPY","on_hour",7,19,-3.11
"GBP/JPY","on_hour",7,20,-5.98
"GBP/JPY","on_hour",8,14,-6.68
"GBP/JPY","on_hour",8,15,-5
"GBP/JPY","on_hour",8,16,-5.42
"GBP/JPY","on_hour",8,17,-5.47
"GBP/JPY","on_hour",8,18,-4.58
"GBP/JPY","on_hour",8,19,-3.11
"GBP/JPY","on_hour",8,20,-6.22
"GBP/JPY","on_hour",9,14,-6.57
"GBP/JPY","on_hour",9,15,-4.87
"GBP/JPY","on_hour",9,16,-5.27
"GBP/JPY","on_hour",9,17,-5.35
"GBP/JPY","on_hour",9,18,-4.41
"GBP/JPY","on_hour",9,19,-2.92
"GBP/JPY","on_hour",9,20,-6.09
"AUD/JPY","on_hour",10,14,-5.65
"AUD/JPY","on_hour",10,15,-2.62
"AUD/JPY","on_hour",10,16,-3.18
"AUD/JPY","on_hour",10,17,-3.16
"AUD/JPY","on_hour",10,18,-3.13
"AUD/JPY","on_hour",10,19,-3.01
"AUD/JPY","on_hour",10,20,-5.32
"AUD/JPY","on_hour",11,14,-4.07
"AUD/JPY","on_hour",11,15,0.07
"AUD/JPY","on_hour",11,16,-0.83
"AUD/JPY","on_hour",11,17,-0.89
"AUD/JPY","on_hour",11,18,-1
"AUD/JPY","on_hour",11,19,-1.03
"AUD/JPY","on_hour",11,20,-3.93
"AUD/JPY","on_hour",12,14,1.42
"AUD/JPY","on_hour",12,15,5.88
"AUD/JPY","on_hour",12,16,4.09
"AUD/JPY","on_hour",12,17,3.35
"AUD/JPY","on_hour",12,18,2.82
"AUD/JPY","on_hour",12,19,2.54
"AUD/JPY","on_hour",12,20,-1.21
"AUD/JPY","on_hour",6,14,-2.92
"AUD/JPY","on_hour",6,15,-0.58
